Comentário,notaPositiva,notaNegativa,Sentimento
"não foi o bullying, eu sofri bullying na escola e nunca passou pela minha cabeça fazer qualquer tipo de atrocidade! Esse inseto era um monstro, e ponto. Não existe justificativa, nao adianta culpar o bullying ou isso ou aquilo, a culpa é exclusivamente de quem puxou o gatilho! O cara era mau! Levou arma, machadinha e uma besta!!!!! Ele se divertiu fazendo o q fez. Parem de tentar achar desculpas para isso! Quando se nasce podre não há nada que ajeite!",2,-4,negativo
"Que BOBAGEM, o bullying não é motivação para isso, quem faz algo relativo tem maldade no caráter e personalidade, no caso acho mais fácil pelo descaso dos pais e por serem drogados, é não falo de maconha só.",1,-3,negativo
A culpa é dos pais criaram mal tudo pode agora querem culpar o bullying engraçado sempre tem que ter um culpado pela incompetência de uma criação errada,3,-3,neutro
"Acho interessante essa palavra bullying no meu tempo se folgava em tudo no fedorento no 4 olhos boca de lata gorda baleia seco branquelo donkey kong ninguém se chamava pelo nome só pelo apelido eu não gostava do meu mas fazer o que era parte, até quem tinha deficiência tinha apelido, acho que se perdeu tudo hoje tudo pode hoje tudo é bonito hoje tudo é legal, mas vir aqui dizer que o retardado saiu de casa pra matar pessoas por que alguém chamou ele de algo ahhh por favor como sempre querendo arrumar outra coisa pra culpar, o guri tinha problema era um retardado tem gente que tem isso fazer o que! Mas agora dizer que foi o bullying foi falta de porrete no lombo quando era criança! Volto a dizer está tudo perdido !",3,-3,neutro
"geração de jovens fraca e muito sensível ,tudo é preconceito ou bullying ,nossa época não existia tanta frescura como agora......",1,-2,negativo
Nada justifica esse massacre,1,-2,negativo
Ata agora piada é motivo pra matar pessoas?,1,-3,negativo
"A culpa é do agressor sempre, parem de arrumar desculpas.",1,-2,negativo
Não me venham com chorumelas. Eram assassinos!,1,-2,negativo
"Vai se tratar mídia doente , diabolica",2,-2,neutro
Q piada. Zh esquerda. Bandido mesmo!,1,-3,negativo
Geração de frescos,1,-1,neutro
"Ata, vão vimitizar o psicopata?",1,-3,negativo
"Não se trata de bullying, e sim de pais ausentes e falta de limites.
E tudo se deve a essa baboseira de “politicamente correto.”",2,-2,neutro
"Quem pratica bullying tem que ser separado dos outros alunos ,deixa um mês longe dos outros que são bonzinhos que aí para de fazer bullying ,e vai explicando o porque que ele está separado dos outros alunos já que os pais não ensinan a educação em casa então fazer isso já que não pode da uns tapãos em piazada mal educada !!!",1,-3,negativo
"Se todos que sofressem bullying na vida saissem matando por aí,metade da população do planeta já não existiria mais.Os caras eram psicopatas,portanto parem de querer amenizar arranjando motivos e desculpas para o que fizeram.Eles eram psicopatas monstro e ponto",3,-4,negativo
