Comentário,notaPositiva,notaNegativa,Sentimento
Baita novidade!😂😂😂😂😂,1,-1,neutro
Belle Sousa,1,-1,neutro
Ana Lúcia Nogueira Cavalcante Lucia,1,-1,neutro
Vida de gado!🐂,1,-1,neutro
"Graças a Deus que foi aprovado, só assim os pobres que elegeram o mito vão morrer trabalhando comigo.",2,-3,negativo
"Eu só digo uma coisa! Parabéns aos envolvidos, 👏👏👏👏👏🍊🍊🍊🍊🍊",1,-1,neutro
Bolsonaro covarde pau no cú tú vai te fud seu covarde tú e tua laia .semm vergonha ssfafado,1,-3,negativo
O pobre que comemora uma vergonha dessa está atestando o grau de ignorância . O trabalhador comum jamais conseguirá se aposentar . Vergonha povo brasileiro,1,-3,negativo
Homem de duas palavras não é homem,1,-1,neutro
Parabéns aos deputados que votaram a favor da reforma. Parabéns!,2,-1,positivo
"Quem já está aposentado parabéns, para aqueles que estava contando com isso força para lutar é saúde para trabalhar na velhice. Presidente cruel jamais terá meu voto sai de reto.",3,-3,neutro
"Triste cruel , esmagadora o q esses corvades fizeram, por isso eu nunca mais voto em deputados e senadores, sai reto....",1,-4,negativo
"Com muita tristeza, 😔sou consciente  que tantas mulheres mães de família que são faxineira, outra  costureiras  lavadeiras que trabalha de segunda a segunda pra sustentar seus filhos ,não tem nem noção do que hj aconteceu no nosso país, que essas mulheres não vão ter o direito a uma aposentadoria  na velhice 😔vejo muitos ser egoísta aplaudido , sem pensar nessa classe trabalhadora que não tem tanta informação,e são essa que irão ser a mais atingindo , pois cm 60 anos já estão muito cansada e doentes !",3,-4,negativo
Parabéns ao BOLSONARO e a todos seus apoiadores! Este resultado prova que a maioria dos brasileiros estão com o presidente mais honesto que este país já teve. Até 2022!,2,-2,neutro
Olhai a elite da direita comemorando 🤣🤣🤣🤣🤣🤣,1,-2,negativo
"O povo pra não gostar de trabalhar é essa esquerda. Para o bem do Brasil nós da direita, se for preciso, trabalhamos até os duzentos anos",3,-2,positivo
O povo pra gostar de receber sem trabalhar,3,-1,positivo
parabéns aos corajosos👏👏👏,1,-1,neutro
Campanhas,1,-1,neutro
Sali Diniz CHORAAAAAAAA MORTADELAAAA ESTRAGADAAAAAA 😊#OLULACONTINUAPRESOBABACA 😁MITO! MITO! MITO! MITO!😎,2,-1,positivo
Camila Santos Cordeiro,1,-1,neutro
"Vão se fuder seus bolsominio fldp, juntos com esses deputados arrombado 🖕",1,-3,negativo
"Quando os imbecis dos Bolsominions perceberem, será tarde demais, mas quando a coisa ficar ruim, continuarão culpando o passado...",1,-2,negativo
Vlw ai seus lixo,1,-2,negativo
Lartima,1,-1,neutro
E o rico cada vez fica mais rico e o pobre cada vez fica mais pobre. Kkk,2,-2,neutro
Resumindo se lascou- se todo mundo 🤦‍♀️,1,-2,negativo
"Reforma menos pra policial, militar, politicos e judiciario",1,-1,neutro
Derrota do povo,1,-1,neutro
Futuro pertence a Deus.,1,-1,neutro
Brasil estar em luto com esse massacre que fizeram contra os trabalhadores.,1,-2,negativo
Vamos que vamos,1,-1,neutro
Até q enfim né! Ja tava mais q na hora,1,-1,neutro
É isso ai vamos matar um bando de vagabundos que somos nós e rir kkkkkk esses bostas estão nesse política porque nós os colocamos lá comem roubam usa o dinheiro público pra melhor proveito deles e familiares somos nós que damos esse poder esse vagabundo bolsobosta não está nem ai pra população gente não sabemos votar esse verme é f....... não olho nem pra ele não escuto entrevistas já colocamos muita bosta nesse poder você morrer nem se aposenta  num chega nem o salário miséravel eles podem gastar gastar sem trabalhar tira os privilégios dá o mesmo salário que todo trabalhador recebe sem nenhum benefício verba pra morar dirigir esse vagabundo bolsobosta aposentou com 45 esse safado nunca fez porra nenhuma pelo estado em que se elegeu fora seu verme oro todos os dias pra que Deus tire esse satã seguidor do maligno essa vaca da esposa dele foi obrigar todos da igreja universal o tal bispo Edir Macedo que enriquece por causa dos fiéis Deus está vendo  já não fazia nada agora pagou pra esses corruptos deputados aceitar uma escravidão dessas esse gay emcubado odeio bolsobosta pior presidente do Brasil tinha que ter morrido se fosse real né,3,-4,negativo
"Ladrões bandidos Brasil estar nessa situação por causa de vcs .... Bandidos nescrupulosos ... PT.. PMDB, PSL .. P sei lá das quantas todos são amigos todos são farinha do mesmo saco... Mais Deus um dia irá fazer a devida justiça seus safados ...  Político pra mim e tudo a mesma coisa    ....",1,-2,negativo
Show!,1,-1,neutro
"Incrível como tem pobre comemorando sua própria desgraça , kkk vai ser burro assim na baixa da égua.",2,-2,neutro
Mais uma vez o trabalhador se F...,1,-1,neutro
Engraçado o povo acha que vão me atacar so digo uma coisa to nem ai pro que pensam tenho meu ponto de Vista e pronto quem não gostar passa direto,3,-3,neutro
"Meus pêsames ""Brasil""⚰⚰⚰⚰⚰",1,-1,neutro
É irônico a quantidade de pobre comemorando isso! Não sei se por desinformação ou por burrice mesmo! O fato é que nos fodemos sim!,1,-3,negativo
O novo Fernando Collor de Melo,1,-1,neutro
O novo Fernando Collor de Melo,1,-1,neutro
Que Deus te há misericórdia de nós. Pois só quem vai sofrer com isso somos nós POBRES. 🐂🐂🐂🐂,1,-4,negativo
Grande dia,3,-1,positivo
1 bilhão resolveu!,2,-1,positivo
"Vou começar apagar da minha filha que tem 5 anos , será que dá tempo de ela se aposentar por que eu tou desempregada se eu sobreviver esses caos , será que todos políticos vai sobreviver com salário mínimo?",1,-2,negativo
"24:59 A REFORMA DA PREVIDÊNCIA é necessária para economizar o dinheiro público.00:00 vamos aumentar o FUNDO ELEITORAL já que não podemos aceitar ""doações""  dozamigos!",1,-2,negativo
Ainda pode comprar meu voto ?,1,-1,neutro
"Ou seja o chicote vai estalar com mais intensidade ainda, no lombo dos trabalhadores, dos idosos e das idosas né",1,-2,negativo
Grande Dia,3,-1,positivo
Congresso formado por anticristo!,1,-1,neutro
Por quanto?? $$$🤔🤔🤔,1,-1,neutro
Os demônios estão felizes?,2,-3,negativo
agora o Brasil vai....vai....vai......pra lugar nenhum.,1,-1,neutro
Tem barata comemorando a vitória do inseticida rsrs,1,-2,negativo
Edilson Silva,1,-1,neutro
Trabalhar que é bom ninguém quer né?! Kkkkk,2,-1,positivo
"Capitão Wagner como sempre coerente!Se queimou com o partido, mas não com seus eleitores!Parabéns!!",1,-2,negativo
"Parabéns, agora quero meu FGTS que tá retido !",3,-2,positivo
Bando de vagabundos safados!!!,1,-2,negativo
"Acabei de me aposentar, e já recebi meu primeiro depósito. Poderia estar feliz, comemorando porque ""escapei"" da reforma. Entretanto me sinto tão derrotada quanto aqueles que vão morrer trabalhando. Para aqueles que não entenderam o meu comentário e riram, só tenho a lamentar a extensão de suas ignorâncias. Como tenho filhos e sobrinhos os orientei sobre educação financeira para que não fiquem a depender do governo, porque nunca saberemos se essa reforma vai dar certo ou se um dia, quem sabe, haverá nova mudança. Triste, o país indo ladeira abaixo, ver pessoas debochando e afirmando que o BOI CAPRICHOSO tá preso, e o BOI GARANTIDO vai ganhar. Nessa disputa ninguém ganha, só o povo perde.",2,-3,negativo
Todo castigo pro brasileiro e pouco 🤣colocaram o bichão aí no poder agora vão se fuder.,1,-3,negativo
Vamos ver se isso mudará alguma coisa no país.,1,-2,negativo
Reforma agressiva e medíocre.,1,-2,negativo
Delleon Almeida,1,-1,neutro
Espero q não passe no Senado.,2,-1,positivo
Só beneficia os empresários e os banqueiros o pobre se lasquem,1,-2,negativo
Sem a Reforma como o Brasil iria ter recursos  para bancar os previlegios dos políticos e suas panelas ?,1,-2,negativo
Belo retrocesso. Parabens para que estar aposentado e para quem vai se posentado. Tenho pena dessa geração e da futura.,1,-2,negativo
Agora quero ver fazer Arminha canalhas😏,3,-1,positivo
Que Deus nos ajude!,1,-1,neutro
Vai piorar mais ainda esperem,1,-1,neutro
Tudo q e bom pra empresários é políticos não ajuda o trabalhando,2,-1,positivo
"Para os desempregados, amanhã pode ir pra fila do emprego que terá 14 milhões de novos empregos, assim como a reforma trabalhista.",1,-2,negativo
Rebanho de desgraçados acabando c a nossa aposentadoria Igual para todos cara de pau com 2 mandato político se aposenta apenas 8 anos sentado atrás da mesa,1,-3,negativo
"Para o inepto do Bolsonaro isso seria essencial para gerar empregos,vamos aguardar agora!!!",1,-1,neutro
Essa reforma só é válida para quem tem dinheiro pobre vai continuar pobre !!!,1,-2,negativo
Quero q o circo pegue fogo..,3,-1,positivo
Quero ver os miminios fazendo arminha e trabalhando 60 anos p se aposentar kkkkk,3,-2,positivo
Brasil acordou,1,-1,neutro
"Necessário e ponto, pela desgraça que o pt deixou no Brasil, 13 milhões de desempregados.",1,-2,negativo
Bandidos covardes sua vez chega,1,-2,negativo
Graças a Deus!!!,2,-1,positivo
Bando de safados pilantras,1,-2,negativo
Parabéns a os pobres de direita vcs foderam o Brasil,1,-3,negativo
"ñ se preocupem com a previdência pq nem vai ter emprego, qto mais previdência. bjas.",1,-4,negativo
Maria vai com as outras. Se foi aprovada a previdência com folga é porque é boa.,2,-1,positivo
As Luletes piram 😎👉🏽,1,-1,neutro
Só miséria 😓,1,-1,neutro
"Por Bolsonaro a reforma estava na lama. Deixa de fanatismo, bolsominons! Viva Rodrigo Maia!!!",1,-1,neutro
Muito dinheiro envolvido nessa farsa,1,-2,negativo
Aplausos para os Reis dos miseráveis bajulan os Ricos probre dos Pobres,1,-2,negativo
Kkkkkkk,2,-1,positivo
"Claro, liberando dinheiro quem não iria aprovar né?",1,-2,negativo
A direita não conseguiu isso somente com os votos dos seu deputados. A esquerda ajudou a aprovar por tanto o problema é bem maior do que se imagina. Reféns.,2,-2,neutro
"Cambadas de safados prejudicando cada vez mais o pobre trabalhador, eles se aposenta cedo e ganhando milhões.",1,-2,negativo
Votos comprados,1,-1,neutro
DEUS É FIEL E JUSTO,2,-1,positivo
Ótimo.,1,-1,neutro
todos  ladrões  so querem prejudicar  o trabalhador   economizar  dinheiro  nosso  para dividir  entre eles os eleitores  do Bolsonaro  devem está  muitos  felizes,3,-2,positivo
"Parabéns ao gado, que ainda não entenderam, que foram vendidos, e estão indo para o abate!",1,-2,negativo
Que Deus tenha misericórdia dos trabalhadores Brasileiros.,1,-1,neutro
A corja toda feliz,2,-1,positivo
Lixos,1,-2,negativo
Começou o toma lá dá cá.,1,-1,neutro
Preparem o lombo operarios,1,-1,neutro
"A reforma é tão boa que ficou de fora os políticos, judiciário, legislativo, militares,e outros tomou no C bem tomando trabalhador mitos deputados comprados",2,-1,positivo
Muito dinheiro envolvido í a gente que paga o preso,1,-1,neutro
Esses 131 deputados contrários estão na lista de milhões de brasileiros.!,1,-2,negativo
Rodrigo Maia. O protagonista.,1,-1,neutro
era  o Bolsonaro  que criticava o ex presidente  Michael  temeer por querer  aprovar  essa reforma  e agora  ele está  fazendo  essa reforma  perversa para os trabalhadores  tem muito  pobres que voltaram nele  bem feito  paea aprender que rico não  olha para nossa classe trabalhadora  e sofrida com tantas injustiças  agora  vcs vão  lá ver se eles vão  tirar um centavo  do salários  deles jamais,3,-4,negativo
Bando de ladrões,1,-2,negativo
Também com o tanto de dinheiro que eles receberão vergonha,1,-3,negativo
"Liberando dinheiro fica fácil aprovar qualquer coisa, pra você ver onde chegamo. Esse ""politico"" honesto jamais existirá.",1,-1,neutro
"Tragédia anunciada!!! Curioso é verificar pela primeira vez na história que escravos subjugados aplaudem seu senhorio, inclusive solicitando o açoite para lhes ferir o lombo... Essa galera enlouqueceu!!! Deve ser efeito dos agrotóxicos na comida e na água... Só pode! Desolè!",2,-3,negativo
Pobre tem q tomar no 👌 mesmo apoiando essa reforma,2,-2,neutro
O pobre cada vez fica mais pobre.O rico cada vez fica mais rico. Isso é 🇧🇷,1,-2,negativo
Mata essas desgraças sem se aposentar. Bem feito para quem votou nesses vistas escrotos,2,-2,neutro
sacanagem...,1,-1,neutro
"Sem previsão de aposentadoria para nós, nossos filhos... Trabalharemos feito condenados. Todos os trabalhos sendo aposentados da mesma forma e esquecem q existem profissões diferenciadas. Muitos ficaram doentes ou morrerão antes da aposentadoria. Além disso, não existirá mais direitos trabalhistas assegurados... A maior parte beneficiará boa empresários donos de empresas. Nada de vínculo empregatício... Agora será, trabalhos frilanser ou prestação de serviços. A população foi excluída dessa decisão e não cogitaram nem a possibilidade de um plebiscito no país para definir essa reforma da previdência q tem caráter escravocrata. Voltamos a era da escravidão!",3,-2,positivo
"O brasileiro atirando contra o próprio pé, uma pena!",1,-2,negativo
Tamo é morto,1,-4,negativo
"Claro,  440 milhões de emendas parlamentares liberadas, como não aprovar?",1,-2,negativo
Deputados traíras se venderam para por o povo na miseria,1,-1,neutro
"Agora que todos brasileiros  vão se lascar eu quero ver esses que estão checando agora para o mercado de trabalho se aposentar vamos para frente? Eu só   penso nós meus filhos e  netos. E nessa geração que está agora no mercado de ' trabalho"".",3,-3,neutro
Grande dia!!,3,-1,positivo
Ai pra quem voltou no  Bosonario,1,-1,neutro
Vencemos!!!,1,-1,neutro
Tenho certeza q eles vão pagar pelo q estão fazendo com o povo pq Deus é fiel sempre 🙏....,2,-3,negativo
"Agora só tem um jeito: anular a reforma, e só o STF tem autoridade pra isso. Tem que dá entrada no pedido de anulação por compra ilegal de votos, pois usaram recursos da saúde.",1,-2,negativo
O povo venceu!,1,-1,neutro
Rolou dinheiro até umas horas 😠😠😠😠,1,-1,neutro
Agora fico rico,1,-1,neutro
Vou comprar minha arma de 🔥,1,-1,neutro
congratulations!!!,1,-1,neutro
Vcs vão se acertar com Deus..Nada está oculto aos olhos DELe Massacrando a sociedade.O povo pagando pelos seguidos assaltos de vcs aos cofres publicos,1,-3,negativo
Tem que explodir o palácio do congresso,1,-2,negativo
Essa desgraça...,1,-2,negativo
Graças a Deus!!!!,2,-1,positivo
Mais bonito foi ver a comemoração deles pela tv 😂😂😂😂Aí o que vocês queriam 😉,3,-2,positivo
Graças a Deus essa reforma foi aprovada Todos os dias ouvindo a mesma música reforma reforma Vamos aguardar o efeito dessa reforma 🤔😏,2,-1,positivo
Canalhas,1,-2,negativo
Perfeito!!,2,-1,positivo
"E aí gente boa ! Você que está trabalhando, já começou a fazer uma poupancinha para completar a sua aposentadoria, que será apenas 60% da média dos seus salários? É bom ir começando! Isso se você conseguir se aposentar é claro!",2,-2,neutro
Oh povo ignorante 🤦🏻‍♀️,1,-3,negativo
Graças a Deus vou juntar dinheiro e sair do país👏🏾,2,-1,positivo
Isso é uma vergonha,1,-3,negativo
E muito triste isso,1,-3,negativo
"Eles deveriam começar  a reforma por eles. Se aposentam com  08 anos,  cheios de privilegios,  salários absurdos.  Legislam em causa propria.  Nós  trabalhadores pobres mortais estamos fritos.",1,-4,negativo
Vou correr atraz pra ver se ganho na mega,1,-1,neutro
Bem vindo a escravidão,2,-2,neutro
Deus tenha piedade de nós!,1,-1,neutro
Vitória do povo Brasileiro! 👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,-1,neutro
Viu,1,-1,neutro
Os mercenários  votaram a favor guardem bem esse dia e o nome de que votou a favor nas próximas eleições daremos o troco,2,-1,positivo
"De acordo com o plano de implantação do trabalho infantil, ainda haverá aposentadoria no Brasil!",1,-2,negativo
"Gente feliz como se o salario mínimo fosse 2 mil reais e os impostos fossem baixo... acorda seus dementes, temos um dos piores salários mínimos da América do Sul e um dos impostos mais altos. Que porra de benefício é essa na Reforma da Previdência?  País que um político ganha 30x ou  mais que um professor, não é pra ser levado a sério essa (Reforma)",2,-3,negativo
E o que os vista queria por causa dessa turma que deu um voto a esses miserável estamos nem vivendo e sim tentando,3,-2,positivo
Marion Lima Bass olha essa,1,-1,neutro
Nunca acreditei nessa votação,1,-1,neutro
"Os assalariados que apoiam a reforma da previdência estão entendendo qual a real intenção dessa aprovação? Já leram sobre? Já sabem que vão trabalhar mais tempo? Ou só estão repetindo o discurso dos patrões, ricos, empresários? Acorda!",1,-3,negativo
Deus tenha piedade desse povo ignorante que comemora sua própria desgraça.,1,-3,negativo
"Bandido$ corruptivei$ o povo vota neles, Ou seja, dão poder a ele$, pra eles depois ferrar com o povo e aumentar o patrimonio deles, e da familia deles?! Algo sempre ,muito errado com esses bandido$ travestido$ de deputado$$$$s$ .Vamos ve toda galera do mal pra banir eles nas eleições o povo toma vergonha na cara ou seu voto de otário so serve de escada pra eles os traidore$ da Pátria gente e a pátria somos nós sem nosso voto e o dinheiro dos nossos imposto$ tudo acaba... Pense bem no valor de seu voto sempre .E vote nos deputados que sao a favor do povo...",2,-3,negativo
Tenho pena do futuro de muitos agora é so fazer arma e votar nele em 2022. Toma povo burro,3,-2,positivo
Tem q fazer a reforma lá na câmera tira os auxílios  deles!!,1,-2,negativo
"Quem tá achando bom, tem que se fuder!",2,-1,positivo
Gilmara Santana Santana olha isso rsrsrs,1,-1,neutro
"Só pode ser piada, ""graças a Deus?"", ""Deus é Fiel e Justo?"". O brasileiro vai morrer burro mesmo.",2,-3,negativo
"Acabou a palhaçada , a demora foi comprar os excelentíssimo deputados e senadores de merda do nosso país 😡 , p ser votada e aprovada 😡",1,-2,negativo
"Um deputado ganha mais de 33 mil fora as regalias e corrupções... O assalariado, pobre e aposentado ganha em media 998 reais. O problema tá onde?! Quem ta feliz agora com essa reforma só falta comer capim!",2,-3,negativo
Vagabundos,1,-2,negativo
Dinheiro para o bolso deles só vai para gente que ganha pouco a gente vai morrer trabalhando,1,-1,neutro
Maia se emocionou.  Kkkkkkk,2,-1,positivo
Deus tenha misericórdia  de nós,1,-1,neutro
Rapaz eu sinceramente não entendo alguns brasileiros uma reforma pra só tirar direitos do trabalhador e ficam umas e eles agradecendo a deus pelo uma coisa quê vai ferrar com todos nós quê bela lavagem cerebral que tomaram depois não chorem,1,-4,negativo
Adeus meu Pis!,1,-3,negativo
131 ? Cadê a oposição ? Pelo visto até a oposição se vendeu,1,-2,negativo
Jesus está voltando... O desgoverno quer aprisionar o povo humilde lá no Egito...,1,-2,negativo
Oremos!,1,-1,neutro
Bando de 💩💩 olhem a cara deles sorridentes com a miséria que vão fazer com o Brasil,1,-3,negativo
Sem compromisso nenhum com o povo.,1,-1,neutro
Todo mundo consegue trabalhar até os 80 anos!Até hoje eu choro de rir com essa piada. 😂😂😂😂😂😂😂😂😂😂😂😂,2,-4,negativo
Grande dia 👉,3,-1,positivo
"Se fosse para beneficiar o povo eles matracaria, esse Reforma não traz nenhum beneficio para o trabalhador",1,-1,neutro
"Deus passa na frente, misericórdia pai.",1,-1,neutro
Desgraça é essa,1,-2,negativo
E o povo como está?  Tá com a corda no pescoço. ..,1,-1,neutro
"O povo desse país é  acomodado de mais , se essa não é a vontade do coletivo que vá as ruas as câmaras é reividiquem",1,-1,neutro
"Agora que a reforma foi aprovada, amanhã não terá mais corrupção, e estaremos todos empregados viva o Brasil é esse povo que tem de ser estudado pela NASA kkk",2,-2,neutro
Esses Deputados hein?! Tudo por dinheiro!!😡,1,-1,neutro
Cambada de oportunistas,1,-1,neutro
Muito bem. Depois da reforma da previdência que tal a reforma da política pra acabar com as mordomias e regalias dos políticos e lançar na previdência???,2,-2,neutro
Por favor simplifique... O que melhora na reforma nova e o que piora ?,2,-1,positivo
"Parabéns aos envolvidos estão prontos para contribuir por 40 anos para ter 100% do seu salário??? A e se não conseguir já pode fazer as contas: 25 anos 50%, 27 anos 65%, 30 anos 70%, 35 anos 80% 40 anos 100%Faz as contas e veja agora se conseguirá a façanha de contribuir por 40 anos.Espero que você não seja assalariado.",2,-1,positivo
Ratos!,1,-2,negativo
Quero vê agora quem é a favor chorar depois,3,-4,negativo
Parabéns,1,-1,neutro
Um dia triste  😭,1,-3,negativo
Reforma o rabo dele,1,-1,neutro
O pior de tudo é ver a senzala comemorar os ganhos da casa grande.....se achando capitães do mato.🤖🤖🤖🐂🐂🐂🐂🐂🐂🐂,3,-3,neutro
Quem aprovou foi o din dinnos bolsos dos deputados que só votam por dinheiro do povo. Cambada de USURPADORES,1,-2,negativo
"Qualquer pobre que comemora em público a aprovação da reforma da previdência, na verdade, atesta a ignorância que possui.",2,-3,negativo
Que Deus tenha piedade de nós.,1,-1,neutro
"Resumo da reforma:  - trabalhador da iniciativa privada e povão em geral q vão arcar com essa economia(pra quem não sabe, qse 84% da economia de 1 trilhão  vai sair da iniciativa privada e povão) ...todas as categorias pulando fora, policiais federais com 55 anos se aposentarão integralmente, políticos q estão exercendo o cargo não entrarão na reforma,  só valerá pra os novos, militares privilegiados, funcionários públicos estaduais e municipais tbm ficaram de fora...sem contar outros benefícios q serão cortados como por exemplo, quem ganha entre um e dois salários mínimos não ganhará mais o PIS (93% dos q recebem hj, olha o absurdo)...novas aposentadorias serão em média de 20 a 40% menores, enfim, tem mais cortes pro povão q poderia citar, como cálculos de pensões, etc ...de justa, essa reforma da previdência não tem nada...ver a elite apoiar até entendo, mas muitos pobres apoiarem q acho um absurdo...(reforma tem q ter, mas não injusta como está sendo apresentado)",3,-3,neutro
Parabéns Igor canário votou contra o povão. Se vendeu,1,-2,negativo
O negócio é pedir saúde a deus pra trabalhar até  a morte chegar,1,-4,negativo
"Canalhas, e um monte de imbecil, gado analfabeto, comemorando. 😤",1,-2,negativo
"Mas o povo quis assim, pior será!",1,-3,negativo
Só  sei que eu odeio políticos.,1,-4,negativo
DEUS FAÇA POR TI QUE TE AJUDAREI.O POVO Ñ FEZ NADA .ENTÃO SOFRAM AS CONSEQUÊNCIAS.,1,-4,negativo
O brasileiro tem que dar porrada nestes pilantras quando tiverem de passaeio gastando nosso dinheiro.,1,-2,negativo
Compre seu caixão e deixe pago. A crise só está no início,1,-2,negativo
Cade os bolzominio agora pra de manifesta?,1,-1,neutro
Ladrões,1,-2,negativo
Essa reforma estar incluida os políticos também??,1,-1,neutro
Tantos anos para constituir  direitos  e eleitores babacas elegem  miseráveis  para cavar  nissa própria  sepultura! Triste tempo de ditadura disfarçada  de democracia!! 😢,2,-3,negativo
O começo do fim. Fim da paz que restava...,1,-1,neutro
"O brasileiro tem que se fuder, toma rebanho de desgraça,",1,-2,negativo
Vão todos ser lasca agoraOu ganha na mega sena ou vai roubar um banco,1,-3,negativo
Essa reforma Boa para empresários para o trabalhador vai se ferrar 🤔🤔🤔😏,2,-2,neutro
"A vossa excelência Dp. Rodrigo Maia.Em primeiro lugar gostaria de parabenizá-lo pela votação e articulação politica.Depois de anos, de politica corrupta e criminosa, pela primeira vez deputados e senadores se viram obrigados a fazer politica de verdade. Apesar das emendas parlamentares impositivas bilionárias que foram votadas pelos próprios parlamentares,cuja a finalidade é o investimento em infra estrutura , saudê , e edução nos municípios.Mas que sabemos bem e temos plena consciência que estas verbas se tornaram fundos de campanhas eleitorais de corrupto e criminosos.Que eu garanto, não serão reeleitos por nossa sociedade cansada deste tipo de politica criminosa que se havia fazendo e que muitos ainda o continuam fazendo, estamos de olho e vigilantes quanto a maneira que estas emendas serão usadas. E não pouparemos esforços para denuncia los quanto ao seu uso indevido.Quanto a articulação politica de vossa excelência foi essencial, Devendo ressaltar que o Dp. alcançou um posto que era exclusivo de dois parlamentares.Eduardo Cunha Renan CalheirosEstes por sua vez alcançaram este posto, comprando votos e distribuindo mesadas, articuladas pelo governo, promovendo a distribuição de cargos ministeriais e em estatais governamentais, com o único fim de fraudar e super faturar suas despesas promovendo uma corrupção massiva e generalizada em nossas instituições estatais e governamentais.Devo alerta lo que nossa sociedade já rejeitou por 3 vezes o parlamentarismo e ainda que branco.Nossa nação é presidencialista e continuará sendo.Como tal há uma diferença muito especifica e de fator determinante  quanto aos cargos de Presidente da camará de Deputados e o cargo de Presidente da Republica. Sendo mais direto.Vossa Excelência com a aprovação das reformas pode ter conseguido apoio de politico e parlamentar para o cargo de Presidente da camará legislativa.E possivelmente para vossa releição como Deputado estadual.Mas no que se refere a eleição presidencial da Republica.Nem o apoio dos parlamentares nem tão pouco o apoio politico ou até mesmo as propostas partidárias, podem promove lo em meio a nossa sociedade e nação. Justamente pelo excelente trabalho desenvolvido em plenário de articulação politica.O que ainda resultou em Emendas impositivas bilionárias. Que serão usadas de maneira indevida como fundo eleitoral de campanha eleitoral.Pedidos de cargos e ministérios, com intuito de superfaturar suas despesas e fraudar de maneira criminosa e corrupta nossas estatais.O que para um cargo de Presidente da Republica se torna inviável pelo tipo de politica que nossa sociedade requer, e tanto almeja.Não queremos um Presidente da Republica, comprando votos ou distribuindo cargos átroco de apoio politico.Não queremos um Presidente da Republica cumplicie da um politica corrupta e criminosa, cujo o único intuito e levar a falência os poderes de nosso estado de direito democrático como todas nossas instituições governamentais por uma corrupção generalizada e institucionaliza. Pela primeira vez nosso plenário e senado. Deputados acostumados a vender seus votos, tiveram que se reinventar,  para fazer politica de verdade. Ainda que duvidosa, vossa articulação se tornou um ponto de inovação neste novo processo politico e eleitoral de nossa nação.Mas não confunda.Apoio politico, Apoio parlamentar,com Apoio eleitoral.",3,-4,negativo
Pastor Isidoro e Igor kanarios dois traidores do povo da bahia,1,-3,negativo
